日期,质量等级,AQI指数,当天AQI排名,PM2\.5,PM10,So2,No2,Co,O3
"
                                        2015-02-07","
                                       轻度污染","129
                                       ",270,97,128,25,69,1.39,21
"
                                        2015-02-08","
                                       良","88
                                       ",241,65,86,18,40,0.99,66
"
                                        2015-02-09","
                                       良","96
                                       ",239,71,94,21,58,1.06,71
"
                                        2015-02-10","
                                       轻度污染","125
                                       ",253,94,125,23,78,1.21,60
"
                                        2015-02-11","
                                       轻度污染","146
                                       ",272,110,141,26,87,1.44,31
"
                                        2015-02-12","
                                       轻度污染","149
                                       ",260,112,140,15,73,1.36,53
"
                                        2015-02-13","
                                       良","95
                                       ",189,70,98,15,95,1.37,47
"
                                        2015-02-14","
                                       良","85
                                       ",98,63,91,18,88,1.19,43
"
                                        2015-02-15","
                                       轻度污染","103
                                       ",190,76,97,5,60,1.34,20
"
                                        2015-02-16","
                                       良","65
                                       ",61,46,65,2,44,1.27,22
"
                                        2015-02-17","
                                       良","55
                                       ",56,38,52,4,39,1.03,32
"
                                        2015-02-18","
                                       良","68
                                       ",99,48,71,6,37,0.99,60
"
                                        2015-02-19","
                                       良","84
                                       ",129,61,94,11,27,0.97,70
"
                                        2015-02-20","
                                       良","52
                                       ",120,34,51,4,21,0.78,71
"
                                        2015-02-21","
                                       优","50
                                       ",114,33,48,4,29,0.78,41
"
                                        2015-02-22","
                                       优","43
                                       ",56,29,40,4,32,0.80,24
"
                                        2015-02-23","
                                       优","29
                                       ",18,17,28,3,34,0.82,18
"
                                        2015-02-24","
                                       优","36
                                       ",35,23,34,4,32,0.93,19
"
                                        2015-02-25","
                                       优","34
                                       ",31,22,32,3,28,0.90,25
"
                                        2015-02-26","
                                       优","37
                                       ",49,23,35,7,33,0.82,23
"
                                        2015-02-27","
                                       优","32
                                       ",49,18,31,5,34,0.79,26
"
                                        2015-02-28","
                                       优","36
                                       ",99,22,35,7,37,0.77,38
"
                                        2015-03-01","
                                       优","18
                                       ",3,9,17,3,23,0.93,30
"
                                        2015-03-02","
                                       优","45
                                       ",49,31,45,9,48,1.02,20
"
                                        2015-03-03","
                                       优","46
                                       ",56,30,40,7,48,1.13,13
"
                                        2015-03-04","
                                       优","21
                                       ",4,11,17,5,30,0.94,19
"
                                        2015-03-05","
                                       优","26
                                       ",13,15,24,3,33,1.11,5
"
                                        2015-03-06","
                                       优","18
                                       ",7,10,16,2,27,0.90,7
"
                                        2015-03-07","
                                       优","37
                                       ",32,24,39,4,36,1.01,6
"
                                        2015-03-08","
                                       良","91
                                       ",249,67,111,15,63,1.55,12
"
                                        2015-03-09","
                                       良","90
                                       ",267,66,92,15,59,1.60,8
"
                                        2015-03-10","
                                       优","41
                                       ",35,27,36,5,33,0.88,16
"
                                        2015-03-11","
                                       优","34
                                       ",27,22,31,4,33,0.92,8
"
                                        2015-03-12","
                                       优","26
                                       ",10,15,25,5,37,0.95,9
"
                                        2015-03-13","
                                       优","48
                                       ",66,32,47,14,48,1.11,7
"
                                        2015-03-14","
                                       良","76
                                       ",136,55,82,18,73,1.40,12
"
                                        2015-03-15","
                                       良","67
                                       ",86,47,68,15,62,1.29,10
"
                                        2015-03-16","
                                       良","54
                                       ",61,37,53,15,54,0.96,11
"
                                        2015-03-17","
                                       优","43
                                       ",30,28,42,10,44,0.73,14
"
                                        2015-03-18","
                                       优","48
                                       ",83,30,46,10,46,0.72,15
"
                                        2015-03-19","
                                       良","55
                                       ",82,35,54,11,47,0.80,24
"
                                        2015-03-20","
                                       良","51
                                       ",77,32,51,9,42,0.69,38
"
                                        2015-03-21","
                                       良","69
                                       ",140,48,73,13,52,1.25,24
"
                                        2015-03-22","
                                       良","82
                                       ",171,60,79,15,54,1.45,27
"
                                        2015-03-23","
                                       良","59
                                       ",100,40,63,12,52,0.99,48
"
                                        2015-03-24","
                                       优","29
                                       ",7,17,27,6,33,0.99,37
"
                                        2015-03-25","
                                       优","48
                                       ",63,31,47,8,41,0.92,32
"
                                        2015-03-26","
                                       优","37
                                       ",19,23,33,4,40,0.88,17
"
                                        2015-03-27","
                                       优","44
                                       ",43,27,45,8,48,1.03,18
"
                                        2015-03-28","
                                       良","61
                                       ",88,42,63,12,51,1.03,44
"
                                        2015-03-29","
                                       良","68
                                       ",106,47,65,14,52,1.01,63
"
                                        2015-03-30","
                                       良","53
                                       ",70,32,54,11,45,0.85,45
"
                                        2015-03-31","
                                       优","44
                                       ",47,25,42,8,38,0.77,26
"
                                        2015-04-01","
                                       优","42
                                       ",51,24,41,7,37,0.73,15
"
                                        2015-04-02","
                                       优","39
                                       ",54,20,38,7,30,0.77,25
"
                                        2015-04-03","
                                       优","40
                                       ",40,19,39,7,33,0.76,15
"
                                        2015-04-04","
                                       优","34
                                       ",14,16,33,7,26,0.73,28
"
                                        2015-04-05","
                                       优","38
                                       ",39,24,36,10,27,0.75,53
"
                                        2015-04-06","
                                       良","56
                                       ",180,33,55,15,42,0.87,65
"
                                        2015-04-07","
                                       良","67
                                       ",272,45,72,18,39,1.26,41
"
                                        2015-04-08","
                                       优","22
                                       ",5,12,20,4,28,1.09,27
"
                                        2015-04-09","
                                       优","35
                                       ",23,23,33,4,32,1.04,16
"
                                        2015-04-10","
                                       优","23
                                       ",11,12,22,4,32,1.09,13
"
                                        2015-04-11","
                                       优","35
                                       ",29,24,28,5,38,1.10,15
"
                                        2015-04-12","
                                       良","58
                                       ",95,40,59,14,42,1.43,44
"
                                        2015-04-13","
                                       良","87
                                       ",320,60,99,15,60,1.46,66
"
                                        2015-04-14","
                                       良","68
                                       ",133,31,66,12,44,0.77,107
"
                                        2015-04-15","
                                       良","98
                                       ",240,50,93,24,61,0.93,110
"
                                        2015-04-16","
                                       良","100
                                       ",213,55,95,22,62,1.03,122
"
                                        2015-04-17","
                                       良","76
                                       ",101,43,70,17,51,1.01,67
"
                                        2015-04-18","
                                       良","54
                                       ",58,31,58,15,41,0.94,19
"
                                        2015-04-19","
                                       良","57
                                       ",143,36,62,11,39,0.90,42
"
                                        2015-04-20","
                                       优","42
                                       ",48,26,42,10,39,1.09,25
"
                                        2015-04-21","
                                       优","36
                                       ",16,22,32,9,31,1.22,56
"
                                        2015-04-22","
                                       良","53
                                       ",63,34,50,10,38,1.03,67
"
                                        2015-04-23","
                                       良","72
                                       ",161,52,75,16,57,1.12,51
"
                                        2015-04-24","
                                       良","72
                                       ",156,52,77,19,64,1.24,39
"
                                        2015-04-25","
                                       轻度污染","122
                                       ",309,92,117,27,77,1.48,45
"
                                        2015-04-26","
                                       良","90
                                       ",215,66,77,17,59,1.22,40
"
                                        2015-04-27","
                                       良","93
                                       ",262,59,83,20,58,1.17,77
"
                                        2015-04-28","
                                       良","68
                                       ",160,40,63,16,44,1.04,63
"
                                        2015-04-29","
                                       良","75
                                       ",188,48,75,17,56,1.06,63
"
                                        2015-04-30","
                                       良","69
                                       ",114,42,62,11,49,1.04,65
"
                                        2015-05-01","
                                       优","30
                                       ",13,16,29,8,26,0.77,26
"
                                        2015-05-02","
                                       优","29
                                       ",11,15,28,8,25,0.81,26
"
                                        2015-05-03","
                                       优","47
                                       ",49,26,43,11,35,0.93,47
"
                                        2015-05-04","
                                       优","50
                                       ",67,30,44,10,35,0.96,55
"
                                        2015-05-05","
                                       优","36
                                       ",25,22,31,8,36,0.98,39
"
                                        2015-05-06","
                                       优","40
                                       ",28,24,37,9,36,0.94,24
"
                                        2015-05-07","
                                       优","31
                                       ",14,19,26,7,40,0.86,40
"
                                        2015-05-08","
                                       优","37
                                       ",35,18,36,12,34,0.84,12
"
                                        2015-05-09","
                                       优","41
                                       ",46,25,38,12,41,0.92,15
"
                                        2015-05-10","
                                       优","45
                                       ",59,27,43,17,44,0.97,40
"
                                        2015-05-11","
                                       优","39
                                       ",41,22,37,12,41,0.81,31
"
                                        2015-05-12","
                                       优","42
                                       ",48,16,39,10,39,0.68,73
"
                                        2015-05-13","
                                       良","61
                                       ",116,37,72,21,66,0.90,46
"
                                        2015-05-14","
                                       优","40
                                       ",35,22,38,13,33,0.63,29
"
                                        2015-05-15","
                                       优","32
                                       ",24,16,31,12,27,0.53,26
"
                                        2015-05-16","
                                       优","34
                                       ",33,20,29,10,50,0.77,36
"
                                        2015-05-17","
                                       优","43
                                       ",60,29,39,13,51,0.92,16
"
                                        2015-05-18","
                                       优","38
                                       ",40,21,36,14,39,0.79,28
"
                                        2015-05-19","
                                       优","41
                                       ",63,21,40,13,34,0.67,33
﻿"
                                        2015-05-20","
                                       优","35
                                       ",37,21,32,12,40,0.75,19
"
                                        2015-05-21","
                                       优","35
                                       ",30,23,30,11,46,0.75,21
"
                                        2015-05-22","
                                       优","49
                                       ",88,34,45,12,46,0.88,28
"
                                        2015-05-23","
                                       优","46
                                       ",84,30,44,12,50,0.97,13
"
                                        2015-05-24","
                                       良","67
                                       ",166,48,60,16,75,1.37,14
"
                                        2015-05-25","
                                       轻度污染","106
                                       ",259,70,87,17,66,1.31,62
"
                                        2015-05-26","
                                       优","45
                                       ",49,27,45,12,47,0.82,26
"
                                        2015-05-27","
                                       优","46
                                       ",58,26,46,10,38,0.67,38
"
                                        2015-05-28","
                                       优","46
                                       ",57,24,45,9,32,0.66,52
"
                                        2015-05-29","
                                       优","49
                                       ",91,26,46,9,29,0.61,61
"
                                        2015-05-30","
                                       优","46
                                       ",86,24,41,8,37,0.73,52
"
                                        2015-05-31","
                                       优","46
                                       ",66,29,41,11,53,0.88,20
"
                                        2015-06-01","
                                       优","44
                                       ",64,25,43,10,48,0.91,19
"
                                        2015-06-02","
                                       优","34
                                       ",28,18,33,9,33,0.58,31
"
                                        2015-06-03","
                                       优","37
                                       ",51,17,34,10,29,0.60,38
"
                                        2015-06-04","
                                       优","41
                                       ",79,21,37,11,35,0.61,36
"
                                        2015-06-05","
                                       优","41
                                       ",63,23,38,10,42,0.75,28
"
                                        2015-06-06","
                                       良","59
                                       ",145,34,48,10,58,0.90,29
"
                                        2015-06-07","
                                       优","33
                                       ",37,16,31,9,29,0.84,29
"
                                        2015-06-08","
                                       优","33
                                       ",43,17,31,10,27,1.08,35
"
                                        2015-06-09","
                                       优","36
                                       ",40,18,34,13,26,0.70,40
"
                                        2015-06-10","
                                       优","36
                                       ",34,20,35,10,34,0.72,32
"
                                        2015-06-11","
                                       优","39
                                       ",55,21,35,10,35,0.78,35
"
                                        2015-06-12","
                                       优","49
                                       ",97,27,45,10,48,0.91,39
"
                                        2015-06-13","
                                       优","47
                                       ",119,26,46,13,38,0.91,33
"
                                        2015-06-14","
                                       优","32
                                       ",40,17,31,10,27,0.70,25
"
                                        2015-06-15","
                                       优","35
                                       ",47,17,31,12,31,0.75,44
"
                                        2015-06-16","
                                       优","43
                                       ",87,23,40,13,32,0.75,40
"
                                        2015-06-17","
                                       优","40
                                       ",82,19,35,12,25,0.68,43
"
                                        2015-06-18","
                                       优","47
                                       ",127,21,40,10,28,0.67,54
"
                                        2015-06-19","
                                       优","40
                                       ",70,17,33,11,23,0.66,58
"
                                        2015-06-20","
                                       优","40
                                       ",57,18,34,14,25,0.68,38
"
                                        2015-06-21","
                                       优","35
                                       ",47,17,31,10,25,0.65,43
"
                                        2015-06-22","
                                       优","26
                                       ",19,15,24,8,26,0.65,34
"
                                        2015-06-23","
                                       优","24
                                       ",14,13,22,9,26,0.73,35
"
                                        2015-06-24","
                                       优","29
                                       ",41,16,27,7,32,0.71,26
"
                                        2015-06-25","
                                       优","42
                                       ",154,21,40,8,29,0.73,46
"
                                        2015-06-26","
                                       优","46
                                       ",141,20,39,8,26,0.67,58
"
                                        2015-06-27","
                                       优","42
                                       ",134,18,37,8,21,0.70,57
"
                                        2015-06-28","
                                       优","44
                                       ",137,20,38,10,21,0.66,62
"
                                        2015-06-29","
                                       优","49
                                       ",180,21,39,12,22,0.69,72
"
                                        2015-06-30","
                                       良","52
                                       ",208,26,45,8,22,0.71,79
"
                                        2015-07-01","
                                       优","47
                                       ",141,24,45,9,25,0.70,68
"
                                        2015-07-02","
                                       优","47
                                       ",128,24,44,9,24,0.70,60
"
                                        2015-07-03","
                                       良","59
                                       ",211,27,51,10,26,0.75,79
"
                                        2015-07-04","
                                       优","50
                                       ",142,25,44,8,25,0.71,68
"
                                        2015-07-05","
                                       优","47
                                       ",131,31,44,8,38,0.86,45
"
                                        2015-07-06","
                                       优","36
                                       ",43,23,30,7,25,0.87,54
"
                                        2015-07-07","
                                       优","40
                                       ",44,23,33,11,24,0.78,67
"
                                        2015-07-08","
                                       优","37
                                       ",26,22,32,8,22,0.70,72
"
                                        2015-07-09","
                                       优","37
                                       ",39,22,35,9,23,0.78,53
"
                                        2015-07-10","
                                       优","30
                                       ",22,15,29,4,26,0.70,43
"
                                        2015-07-11","
                                       良","55
                                       ",174,35,54,10,39,0.84,55
"
                                        2015-07-12","
                                       良","73
                                       ",233,45,63,10,39,0.80,80
"
                                        2015-07-13","
                                       轻度污染","115
                                       ",337,71,100,17,41,1.02,133
"
                                        2015-07-14","
                                       良","83
                                       ",225,35,56,12,34,0.75,97
"
                                        2015-07-15","
                                       良","67
                                       ",209,27,43,9,30,0.80,74
"
                                        2015-07-16","
                                       良","68
                                       ",252,36,52,6,43,0.88,89
"
                                        2015-07-17","
                                       良","60
                                       ",225,41,60,7,48,0.98,69
"
                                        2015-07-18","
                                       优","46
                                       ",92,28,44,5,48,0.91,63
"
                                        2015-07-19","
                                       良","54
                                       ",149,35,52,6,33,1.02,50
"
                                        2015-07-20","
                                       优","47
                                       ",86,31,47,6,32,0.82,34
"
                                        2015-07-21","
                                       优","27
                                       ",35,15,25,5,34,0.82,21
"
                                        2015-07-22","
                                       优","42
                                       ",100,23,42,10,31,0.81,31
"
                                        2015-07-23","
                                       优","42
                                       ",129,21,41,8,29,0.83,25
"
                                        2015-07-24","
                                       优","32
                                       ",51,18,32,8,31,0.81,23
"
                                        2015-07-25","
                                       优","43
                                       ",105,20,42,10,30,0.82,31
"
                                        2015-07-26","
                                       优","39
                                       ",68,18,38,7,23,0.72,36
"
                                        2015-07-27","
                                       优","40
                                       ",65,20,39,11,29,0.79,29
"
                                        2015-07-28","
                                       优","39
                                       ",72,19,35,8,26,0.74,40
"
                                        2015-07-29","
                                       优","40
                                       ",84,21,39,9,30,0.74,24
"
                                        2015-07-30","
                                       优","40
                                       ",96,21,40,10,29,0.74,25
"
                                        2015-07-31","
                                       优","42
                                       ",116,18,38,12,28,0.74,43
"
                                        2015-08-01","
                                       良","53
                                       ",180,23,41,11,27,0.63,63
"
                                        2015-08-02","
                                       优","43
                                       ",87,17,34,10,23,0.62,56
"
                                        2015-08-03","
                                       良","52
                                       ",174,25,46,15,30,0.67,60
"
                                        2015-08-04","
                                       良","75
                                       ",330,32,55,17,30,0.78,89
"
                                        2015-08-05","
                                       良","93
                                       ",330,46,75,15,38,0.84,109
"
                                        2015-08-06","
                                       轻度污染","101
                                       ",361,45,72,12,36,0.86,117
"
                                        2015-08-07","
                                       良","75
                                       ",305,44,65,10,38,0.83,103
"
                                        2015-08-08","
                                       良","68
                                       ",288,47,68,12,35,0.86,78
"
                                        2015-08-09","
                                       良","61
                                       ",268,40,62,13,35,0.80,66
"
                                        2015-08-10","
                                       良","55
                                       ",249,36,52,13,35,0.94,65
"
                                        2015-08-11","
                                       良","55
                                       ",218,38,53,10,44,0.97,19
"
                                        2015-08-12","
                                       良","71
                                       ",267,37,62,12,34,0.89,76
"
                                        2015-08-13","
                                       优","45
                                       ",83,26,44,8,36,0.79,39
"
                                        2015-08-14","
                                       优","46
                                       ",110,27,47,10,43,0.89,24
"
                                        2015-08-15","
                                       优","48
                                       ",142,29,49,13,47,0.93,19
"
                                        2015-08-16","
                                       良","65
                                       ",205,36,65,14,41,0.98,50
"
                                        2015-08-17","
                                       优","48
                                       ",124,26,48,12,33,0.77,36
"
                                        2015-08-18","
                                       良","55
                                       ",143,27,50,14,30,0.80,62
"
                                        2015-08-19","
                                       良","64
                                       ",250,30,50,11,29,0.70,81
"
                                        2015-08-20","
                                       良","64
                                       ",288,42,66,13,42,0.96,31
"
                                        2015-08-21","
                                       良","57
                                       ",176,35,50,12,28,0.84,66
"
                                        2015-08-22","
                                       良","59
                                       ",170,38,53,11,28,0.89,73
"
                                        2015-08-23","
                                       良","71
                                       ",254,46,68,14,33,0.89,86
"
                                        2015-08-24","
                                       良","83
                                       ",324,53,78,14,35,0.92,102
"
                                        2015-08-25","
                                       良","75
                                       ",272,47,73,9,39,0.83,102
"
                                        2015-08-26","
                                       良","94
                                       ",309,63,93,17,40,0.97,96
"
                                        2015-08-27","
                                       良","85
                                       ",287,52,72,15,42,0.90,79
"
                                        2015-08-28","
                                       良","59
                                       ",165,40,55,7,43,0.93,63
"
                                        2015-08-29","
                                       良","59
                                       ",174,41,59,11,48,0.98,37
"
                                        2015-08-30","
                                       优","44
                                       ",94,28,37,6,37,0.92,45
"
                                        2015-08-31","
                                       优","43
                                       ",89,28,40,11,40,0.87,24
"
                                        2015-09-01","
                                       优","45
                                       ",110,29,43,10,39,0.92,18
"
                                        2015-09-02","
                                       优","32
                                       ",60,19,31,8,33,0.75,22
"
                                        2015-09-03","
                                       优","45
                                       ",126,28,45,13,41,0.96,15
"
                                        2015-09-04","
                                       良","54
                                       ",211,30,49,12,32,0.81,53
"
                                        2015-09-05","
                                       良","53
                                       ",239,27,46,11,31,0.67,61
"
                                        2015-09-06","
                                       优","47
                                       ",166,25,46,10,33,0.66,60
"
                                        2015-09-07","
                                       优","47
                                       ",123,30,47,11,43,0.83,32
"
                                        2015-09-08","
                                       良","76
                                       ",289,40,65,11,47,0.90,87
"
                                        2015-09-09","
                                       良","88
                                       ",333,54,86,13,54,0.95,123
"
                                        2015-09-10","
                                       良","88
                                       ",329,58,92,16,60,0.92,102
"
                                        2015-09-11","
                                       良","84
                                       ",325,51,82,15,49,0.88,89
"
                                        2015-09-12","
                                       良","74
                                       ",328,52,75,9,42,0.86,74
"
                                        2015-09-13","
                                       良","79
                                       ",334,57,73,5,26,0.87,78
"
                                        2015-09-14","
                                       良","62
                                       ",178,43,64,5,34,0.89,61
"
                                        2015-09-15","
                                       良","60
                                       ",169,41,65,9,40,0.94,55
"
                                        2015-09-16","
                                       良","65
                                       ",197,45,73,9,45,0.86,42
"
                                        2015-09-17","
                                       良","69
                                       ",205,47,76,11,47,0.94,74
"
                                        2015-09-18","
                                       良","81
                                       ",256,54,81,13,46,0.89,89
"
                                        2015-09-19","
                                       良","71
                                       ",237,50,70,15,37,0.93,43
"
                                        2015-09-20","
                                       优","44
                                       ",94,23,44,5,44,0.87,37
"
                                        2015-09-21","
                                       优","41
                                       ",84,27,37,8,45,1.04,13
"
                                        2015-09-22","
                                       良","57
                                       ",188,37,52,10,41,0.96,45
"
                                        2015-09-23","
                                       良","62
                                       ",252,32,56,11,42,0.89,64
"
                                        2015-09-24","
                                       良","55
                                       ",203,31,55,9,40,0.82,54
"
                                        2015-09-25","
                                       良","62
                                       ",245,40,67,12,45,0.89,61
"
                                        2015-09-26","
                                       良","58
                                       ",190,39,56,10,39,0.96,54
"
                                        2015-09-27","
                                       优","47
                                       ",105,32,42,6,21,0.91,67
"
                                        2015-09-28","
                                       良","64
                                       ",245,44,65,9,31,0.83,79
"
                                        2015-09-29","
                                       良","68
                                       ",283,47,80,15,41,0.89,79
"
                                        2015-09-30","
                                       良","86
                                       ",327,63,100,13,51,0.94,72
"
                                        2015-10-01","
                                       良","80
                                       ",300,57,82,12,34,0.97,64
"
                                        2015-10-02","
                                       优","48
                                       ",82,32,47,5,22,0.80,67
"
                                        2015-10-03","
                                       优","50
                                       ",103,31,51,6,25,0.87,44
"
                                        2015-10-04","
                                       优","22
                                       ",7,14,20,2,20,0.73,21
"
                                        2015-10-05","
                                       优","27
                                       ",20,16,26,7,30,0.82,15
"
                                        2015-10-06","
                                       优","48
                                       ",117,30,48,8,48,0.99,17
"
                                        2015-10-07","
                                       优","44
                                       ",126,25,43,6,38,1.12,25
"
                                        2015-10-08","
                                       优","47
                                       ",167,27,47,10,32,1.05,42
"
                                        2015-10-09","
                                       优","45
                                       ",101,27,44,7,30,0.92,58
"
                                        2015-10-10","
                                       优","37
                                       ",96,20,36,3,26,0.71,45
"
                                        2015-10-11","
                                       优","33
                                       ",45,13,27,3,33,0.62,45
"
                                        2015-10-12","
                                       良","61
                                       ",164,36,71,10,57,0.85,36
"
                                        2015-10-13","
                                       良","72
                                       ",163,47,89,12,72,0.90,61
"
                                        2015-10-14","
                                       轻度污染","125
                                       ",283,86,145,20,98,1.24,83
"
                                        2015-10-15","
                                       轻度污染","123
                                       ",269,88,134,17,77,1.13,78
"
                                        2015-10-16","
                                       良","88
                                       ",159,62,105,14,75,0.93,62
"
                                        2015-10-17","
                                       良","73
                                       ",112,49,91,13,66,0.89,70
"
                                        2015-10-18","
                                       良","79
                                       ",200,54,99,14,54,0.85,82
"
                                        2015-10-19","
                                       良","82
                                       ",183,59,101,18,54,0.90,86
"
                                        2015-10-20","
                                       良","76
                                       ",140,52,92,16,54,0.84,73
"
                                        2015-10-21","
                                       良","67
                                       ",121,45,80,13,46,0.81,62
"
                                        2015-10-22","
                                       良","70
                                       ",146,48,86,11,49,0.85,56
"
                                        2015-10-23","
                                       良","74
                                       ",143,50,93,10,56,0.81,58
"
                                        2015-10-24","
                                       良","78
                                       ",185,54,100,12,59,0.83,63
"
                                        2015-10-25","
                                       良","72
                                       ",200,50,89,14,48,0.89,44
"
                                        2015-10-26","
                                       良","65
                                       ",168,43,77,15,46,0.79,51
"
                                        2015-10-27","
                                       良","66
                                       ",233,44,77,17,58,0.95,22
"
                                        2015-10-28","
                                       良","78
                                       ",239,57,89,15,58,1.02,36
"
                                        2015-10-29","
                                       良","62
                                       ",212,41,70,11,40,0.85,58
"
                                        2015-10-30","
                                       良","67
                                       ",253,47,78,13,46,0.94,37
"
                                        2015-10-31","
                                       优","40
                                       ",91,21,39,6,28,1.18,29
